id,first_name,last_name,gender,ZOMBIE,States
723,Tommi,De Metz,F,true,NY
724,Flossy,Pock,F,false,TX
725,Serena,Melton,F,false,NY
726,Karole,Jirka,F,false,TX
727,Darnell,Defraine,M,true,TX
728,Ange,Davana,M,false,NJ
729,Ab,Donnan,M,false,TX
730,Tessy,Carl,F,true,NY
731,Rafaela,Devin,F,false,TX
732,Marieann,Crum,F,true,TX
733,Sigfrid,Souness,M,true,NY
734,Dulcine,Conen,F,false,TX
735,Shane,Craigmile,F,true,TX
736,Cirillo,Brussell,M,true,NY
737,Collie,Acuna,F,false,TX
738,Even,Weedall,M,false,NJ
739,Rebbecca,Charpin,F,true,NY
740,Sheffie,Brisse,M,true,NJ
741,Kriste,Fernao,F,false,TX
742,Karlen,Buswell,F,true,NY
743,Omero,Biggans,M,true,TX
744,Sigrid,Vaughan,F,false,TX
745,Nikolaus,Castaignet,M,true,TX
746,Luisa,Deinhard,F,true,NJ
747,Tildie,Flitcroft,F,true,TX
748,Tomas,Burdass,M,true,TX
749,Rolland,Lemary,M,false,TX
750,Aloysia,Towe,F,false,NY
751,Abel,Elsdon,M,false,TX
752,Yolanda,Boydon,F,true,NY
753,Shane,Lucas,M,false,TX
754,Neilla,Scothern,F,false,TX
755,Siward,Brodie,M,true,TX
756,Sigismondo,Looker,M,false,TX
757,Brook,Lenglet,M,true,TX
758,Clemmy,Oman,F,false,MA
759,Monroe,Kalewe,M,false,NY
760,Lynnet,Alexsandrovich,F,true,TX
761,Sibeal,Scaplehorn,F,true,TX
762,Kesley,Rosendale,F,true,TX
763,Klaus,Bodechon,M,true,TX
764,Sauveur,Lawerence,M,false,TX
765,Laird,Maffey,M,true,TX
766,Christyna,Playhill,F,false,NY
767,Adelina,Montacute,F,true,TX
768,Sile,Nehls,F,true,TX
769,Scotti,McCabe,M,false,TX
770,Kerby,Clohisey,M,false,TX
771,Rutledge,Epgrave,M,true,TX
772,Virgie,Mattiello,M,false,TX
773,Grenville,Griniov,M,false,TX
774,Wesley,Van Salzberger,M,true,TX
775,Thekla,Pyett,F,true,NY
776,Aubrette,Tilbrook,F,true,TX
777,Barr,Colbeck,M,false,NY
778,Bethany,Nouch,F,false,TX
779,Christie,Crudge,M,true,TX
780,Gisela,Sand,F,false,TX
781,Mikael,Dilleston,M,false,TX
782,Harley,Shay,M,true,NY
783,Barri,Machen,M,false,NJ
784,Ciel,Finder,F,true,TX
785,Patrick,Kynman,M,true,TX
786,Sibeal,Primak,F,true,TX
787,Sari,Coetzee,F,true,TX
788,Sanders,Pretswell,M,true,NJ
789,Hadley,Murgatroyd,M,false,TX
790,Wildon,Carney,M,true,NY
791,Calypso,Rape,F,true,TX
792,Mable,Beards,F,false,TX
793,Maia,Morales,F,false,TX
794,Brandise,Curran,F,false,TX
795,Coral,Robbert,F,true,TX
796,Fulton,Danshin,M,false,MA
797,Pet,Eringey,F,false,MA
798,Terri-jo,Westman,F,true,MA
799,Cooper,Parratt,M,false,NJ
800,Uriel,Birtchnell,M,false,MA
801,Rory,Ayliffe,M,false,NY
802,Cass,Cleland,M,true,TX
803,Guendolen,Geggie,F,false,TX
804,Stanley,Currao,M,true,TX
805,Kare,Dietmar,F,true,MA
806,Brit,Frye,M,true,NY
807,Sybyl,Gingedale,F,false,NY
808,Stefanie,Glasard,F,true,TX
809,Miguela,Kirkland,F,false,TX
810,Harmonie,Harbor,F,false,TX
811,Alic,Burlingame,M,false,TX
812,Marna,Treleaven,F,false,TX
813,Claudius,Viant,M,false,NY
814,Savina,Keavy,F,true,MA
815,Janos,Ohms,M,true,NY
816,Danya,Zellick,F,false,MA
817,Aldis,Fidock,M,false,TX
818,Tracey,Trime,M,true,TX
819,Willdon,Quincey,M,true,TX
820,Brana,Farnin,F,false,NY
821,Irwinn,Shemelt,M,true,TX
822,Latrina,Pawelek,F,false,NY
823,Leann,Bulleyn,F,true,TX
824,Dulce,Hogbin,F,true,TX
825,Cacilie,Rosborough,F,false,NY
826,Humfrid,Uvedale,M,false,TX
827,Lock,Lowin,M,false,TX
828,Hal,Girkins,M,false,NY
829,Gardner,Heakins,M,true,TX
830,Jobina,Hindge,F,true,NY
831,Jakob,Paquet,M,false,NY
832,Clayborne,Deaves,M,false,TX
833,Timofei,Fretwell,M,true,TX
834,Stormie,Patkin,F,true,TX
835,Arlyne,Walklott,F,true,NY
836,Howey,Housden,M,true,TX
837,Hank,Cargon,M,false,TX
838,Maxine,O'Bruen,F,true,MA
839,Bartolomeo,Christene,M,true,NY
840,Barrie,Hinchon,F,false,TX
841,Annabelle,MacMenamy,F,false,MA
842,Linnea,Austins,F,true,TX
843,Anastasia,Paddie,F,false,TX
844,Grace,McGraith,M,true,NY
845,Olwen,Piscopiello,F,true,TX
846,Joseph,Katzmann,M,false,NY
847,Guenevere,Baistow,F,false,TX
848,Robb,Blinckhorne,M,false,TX
849,Jere,Fulkes,F,false,NY
850,Zedekiah,Maund,M,false,NY
851,Ruthe,Purple,F,false,NY
852,Beryl,Gaspard,F,false,TX
853,Jackson,Giovannardi,M,true,TX
854,Bart,Scutching,M,false,TX
855,Otto,Cleaveland,M,true,TX
856,Margette,Sellek,F,false,TX
857,Rochelle,Huerta,F,true,NY
858,Arch,Raisher,M,false,TX
859,Cayla,Vokes,F,true,TX
860,Colver,Houlden,M,false,TX
861,Faye,Betteriss,F,true,TX
862,Fionna,Meegan,F,false,NY
863,Inna,Bompass,F,true,TX
864,Olympe,Davern,F,false,TX
865,Mandi,Dadswell,F,false,TX
866,Gypsy,Simao,F,true,TX
867,Findlay,Welfair,M,false,TX
868,Yettie,Soame,F,false,NY
869,Ephraim,Dirand,M,false,NJ
870,Thomasine,Heart,F,false,NY
871,Arri,Spadari,M,true,TX
872,Amalee,Lowell,F,true,TX
873,Any,Philipsohn,M,false,TX
874,Mireille,McElhargy,F,true,TX
875,Sarah,Shewry,F,true,TX
876,Sauncho,Wingfield,M,true,TX
877,Anselm,Ritelli,M,false,NY
878,Marillin,De la Zenne,F,true,TX
879,Leigha,Sextone,F,true,TX
880,Guthry,Keunemann,M,true,TX
881,Phil,Rennick,F,true,TX
882,Cody,Joder,M,true,NY
883,Vikky,Carlan,F,false,TX
884,Aldon,Sturman,M,true,TX
885,Trixi,Vedeshkin,F,true,NY
886,Merci,Slide,F,false,NY
887,Eldredge,Burrus,M,false,TX
888,Mellisent,Enrigo,F,true,NY
889,Auberta,McCombe,F,false,MA
890,Illa,Romayn,F,true,TX
891,Miltie,Mayberry,M,false,TX
892,Katlin,Le febre,F,true,TX
893,Belvia,Whinray,F,true,NY
894,Yasmin,Full,F,true,NY
895,Fidelia,Ell,F,true,TX
896,Donnamarie,Balmer,F,false,TX
897,Sebastiano,Kingzett,M,false,NY
898,Alonso,Curnnok,M,true,NY
899,Theo,Stivey,F,false,TX
900,Diandra,Trebbett,F,true,TX
901,Milly,Danby,F,true,NY
902,Cal,Wyatt,M,false,NY
903,Kakalina,Browning,F,false,TX
904,Lil,Ousley,F,false,TX
905,Lorine,Abrahamoff,F,true,NY
906,Liesa,Bramhall,F,false,NY
907,Emili,Tuftin,F,true,MA
908,Rosemary,Banker,F,false,TX
909,Tadio,Armell,M,false,TX
910,Cate,Ghiriardelli,F,true,NY
911,Lisbeth,Giacopello,F,true,TX
912,Norby,Mongeot,M,true,NJ
913,Patin,Petriello,M,false,MA
914,Cortie,Windrum,M,true,TX
915,Toddie,Le Gall,M,true,TX
916,Harley,Squirrel,M,true,TX
917,Haily,Tamburi,M,true,NY
918,Thorn,Dimbylow,M,false,NY
919,Shamus,Ovenell,M,true,MA
920,Rocky,Hooke,M,true,NY
921,Xenos,Hillaby,M,false,NY
922,Melba,Mawtus,F,true,NJ
923,Virginia,Austin,F,true,TX
924,Benoit,Glitherow,M,false,TX
925,Claudell,Hufton,M,true,TX
926,Dotti,Welbourn,F,true,TX
927,Anneliese,Preece,F,false,NY
928,Bertram,Howsan,M,true,NY
929,Lynett,Gero,F,false,NY
930,Bennett,Payfoot,M,false,NY
931,Eugenie,Chumley,F,false,TX
932,Christoforo,Nuccii,M,true,TX
933,Ginni,Patzelt,F,false,TX
934,Dorene,Mangeney,F,true,NY
935,Aubry,Blew,F,true,NY
936,Rocky,Mattei,M,false,TX
937,Nataniel,Annakin,M,false,TX
938,Ellary,Symper,M,true,TX
939,Robina,Clapton,F,false,TX
940,Yancey,Spurier,M,true,TX
941,Bronny,Bertie,M,false,NY
942,Carlotta,Pollitt,F,true,NY
943,Gunner,Burne,M,false,NY
944,Linus,Klazenga,M,true,TX
945,Marice,Hurton,F,true,TX
946,Agosto,Hobbing,M,false,NY
947,Annice,Raynes,F,true,TX
948,Barris,Novak,M,true,TX
949,Konstance,McDonogh,F,true,NY
950,Marty,Tiddeman,M,true,TX
951,Paul,Bettles,M,true,NJ
952,Sibel,Byrkmyr,F,true,NY
953,King,Schindler,M,true,TX
954,Gae,Rillett,F,false,TX
955,Dusty,Lamminam,F,false,TX
956,Benetta,Ruffli,F,false,TX
957,Skipp,Glassard,M,true,TX
958,Burton,Clawsley,M,false,TX
959,Talia,Wilkenson,F,true,MA
960,Roze,Telford,F,false,NJ
961,Ysabel,Heyburn,F,false,NY
962,Dionne,Duchant,F,true,NY
963,Orran,Whiff,M,false,TX
964,Sherilyn,Hounsom,F,false,TX
965,Balduin,Scotchmer,M,true,TX
966,Clarice,Rubert,F,false,TX
967,Bili,Gajewski,F,true,TX
968,Myrtie,Proschek,F,false,TX
969,Hedvige,Maling,F,false,TX
970,Frieda,O'Carney,F,false,NY
971,Andria,Addlestone,F,false,TX
972,Cordelie,Deeson,F,true,NJ
973,Sabra,Saltrese,F,true,MA
974,Nicolais,Wittleton,M,false,TX
975,Forester,Pinchon,M,true,TX
976,Lynett,Legan,F,false,TX
977,Moise,Neagle,M,true,TX
978,Brittan,Stickford,F,true,TX
979,Ogdon,Sanderson,M,false,MA
980,Rayner,McClelland,M,true,TX
981,Cletus,Pettyfar,M,true,TX
982,Brooks,Filchakov,M,false,TX
983,Hedvige,Grebner,F,true,TX
984,Sigfrid,Halpin,M,true,NY
985,Mischa,Lax,M,true,TX
986,Blancha,Pendry,F,false,NY
987,Marielle,Wollen,F,false,TX
988,Maddie,McCahill,F,true,TX
989,Lynette,Stanmore,F,false,TX
990,Rita,Bradie,F,false,TX
991,Petronille,Letterese,F,true,TX
992,Esdras,Lutas,M,true,TX
993,Archy,Kemp,M,true,MA
994,Dottie,Lacer,F,false,MA
995,Ryann,Jeannenet,F,false,TX
996,Onfroi,Knell,M,true,TX
997,Morty,Tinan,M,false,TX
998,Marc,Trimby,M,false,TX
999,Moritz,Hatrick,M,false,TX
1000,Samantha,Caudrey,F,false,TX
