employee_id,employee_name,job_title,department,salary
467,Jaclin Stanger,Product Engineer,Training,$79897.98
468,Marie-ann Droghan,Programmer Analyst II,Training,$82846.69
469,Desmond Pfeffel,Legal Assistant,Legal,$331297.41
470,Burr Caller,Health Coach II,Research and Development,$337413.05
471,Barde MacKerley,Clinical Specialist,Business Development,$233805.63
472,Benji Daton,Cost Accountant,Training,$109064.07
473,Lucky Piscopo,Legal Assistant,Sales,$477179.05
474,Darcie Smillie,Business Systems Development Analyst,Services,$403662.13
475,Carlin Latan,Programmer III,Training,$292077.77
476,Shayne Crossby,Civil Engineer,Business Development,$441416.50
477,Lyssa Forcade,Recruiting Manager,Services,$453113.51
478,Daniele Cornwall,Librarian,Legal,$494591.00
479,Millie Fairbrass,Speech Pathologist,Training,$84172.13
480,Northrop Aspy,Computer Systems Analyst I,Services,$144663.92
481,Giordano Dyson,VP Marketing,Sales,$332520.10
482,Veronika Stegel,Biostatistician IV,Business Development,$149585.30
483,Tad Stannis,Statistician I,Business Development,$100095.34
484,Loydie Jennick,Statistician III,Engineering,$480883.57
485,Roxi Boyse,Geologist IV,Legal,$222760.34
486,Verena Shewring,Physical Therapy Assistant,Business Development,$88981.11
487,Denney Allmen,Librarian,Research and Development,$241042.21
488,Kareem Rival,Software Consultant,Research and Development,$93036.35
489,Ede Brion,Sales Representative,Training,$94761.00
490,Ruddie Waplinton,Product Engineer,Legal,$288690.57
491,Eberto Plunkett,Software Engineer II,Legal,$144546.52
492,Hakim Blais,Tax Accountant,Research and Development,$361410.25
493,Ozzy Czajka,Statistician III,Training,$229958.65
494,Dru Gunnell,Legal Assistant,Legal,$337029.12
495,Constantine Fallis,Chief Design Engineer,Support,$265700.91
496,Lonni Wisker,Product Engineer,Training,$383522.94
497,Gerhardine McChruiter,VP Product Management,Accounting,$216038.96
498,Myles Antowski,Senior Cost Accountant,Engineering,$426649.33
499,Jasun Haskins,Nurse,Human Resources,$325496.91
500,Zorah Alelsandrowicz,Administrative Officer,Marketing,$496700.90
